"case","event","startTime","completeTime","creator","variant","variant-index","org:resource","role","Activity"
"Case4485","Wait","2013/01/24 13:16:03.000","2013/01/24 13:16:03.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Wait"
"Case4485","Resolve ticket","2013/01/24 13:25:44.000","2013/01/24 13:25:44.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Resolve ticket"
"Case4485","Closed","2013/02/08 13:25:59.000","2013/02/08 13:25:59.000","Fluxicon Disco","Variant 2","2","Value 3","Value 3","Closed"
"Case4486","Assign seriousness","2010/11/10 15:56:35.000","2010/11/10 15:56:35.000","Fluxicon Disco","Variant 1","1","Value 7","Value 7","Assign seriousness"
"Case4486","Take in charge ticket","2010/11/15 08:21:25.000","2010/11/15 08:21:25.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case4486","Resolve ticket","2010/11/15 08:21:43.000","2010/11/15 08:21:43.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case4486","Closed","2010/12/26 16:00:38.000","2010/12/26 16:00:38.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4487","Assign seriousness","2012/10/08 07:36:14.000","2012/10/08 07:36:14.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Assign seriousness"
"Case4487","Take in charge ticket","2012/10/22 07:38:30.000","2012/10/22 07:38:30.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case4487","Resolve ticket","2012/10/24 05:58:44.000","2012/10/24 05:58:44.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case4487","Closed","2012/11/08 06:58:59.000","2012/11/08 06:58:59.000","Fluxicon Disco","Variant 1","1","Value 3","Value 3","Closed"
"Case4488","Assign seriousness","2010/12/13 10:24:06.000","2010/12/13 10:24:06.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Assign seriousness"
"Case4488","Take in charge ticket","2010/12/20 15:16:32.000","2010/12/20 15:16:32.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case4488","Resolve ticket","2010/12/21 12:44:29.000","2010/12/21 12:44:29.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Resolve ticket"
"Case4488","Closed","2011/01/26 10:30:25.000","2011/01/26 10:30:25.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4489","Assign seriousness","2011/01/05 15:52:01.000","2011/01/05 15:52:01.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Assign seriousness"
"Case4489","Take in charge ticket","2011/01/05 15:53:04.000","2011/01/05 15:53:04.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Take in charge ticket"
"Case4489","Resolve ticket","2011/01/05 15:54:54.000","2011/01/05 15:54:54.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Resolve ticket"
"Case4489","Closed","2011/02/18 16:00:37.000","2011/02/18 16:00:37.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4490","Assign seriousness","2011/04/28 10:36:40.000","2011/04/28 10:36:40.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Assign seriousness"
"Case4490","Take in charge ticket","2011/04/28 14:52:37.000","2011/04/28 14:52:37.000","Fluxicon Disco","Variant 3","3","Value 13","Value 13","Take in charge ticket"
"Case4490","Wait","2011/05/02 07:30:19.000","2011/05/02 07:30:19.000","Fluxicon Disco","Variant 3","3","Value 13","Value 13","Wait"
"Case4490","Take in charge ticket","2011/05/09 12:21:55.000","2011/05/09 12:21:55.000","Fluxicon Disco","Variant 3","3","Value 13","Value 13","Take in charge ticket"
"Case4490","Resolve ticket","2011/05/09 12:22:14.000","2011/05/09 12:22:14.000","Fluxicon Disco","Variant 3","3","Value 13","Value 13","Resolve ticket"
"Case4490","Closed","2011/06/09 15:02:44.000","2011/06/09 15:02:44.000","Fluxicon Disco","Variant 3","3","Value 5","Value 5","Closed"
"Case4491","Assign seriousness","2012/03/27 12:06:26.000","2012/03/27 12:06:26.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case4491","Take in charge ticket","2012/03/28 08:55:47.000","2012/03/28 08:55:47.000","Fluxicon Disco","Variant 1","1","Value 13","Value 13","Take in charge ticket"
"Case4491","Resolve ticket","2012/04/03 14:05:03.000","2012/04/03 14:05:03.000","Fluxicon Disco","Variant 1","1","Value 13","Value 13","Resolve ticket"
"Case4491","Closed","2012/04/27 12:10:22.000","2012/04/27 12:10:22.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4492","Assign seriousness","2011/12/01 15:47:08.000","2011/12/01 15:47:08.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Assign seriousness"
"Case4492","Take in charge ticket","2011/12/02 15:29:46.000","2011/12/02 15:29:46.000","Fluxicon Disco","Variant 2","2","Value 13","Value 13","Take in charge ticket"
"Case4492","Wait","2011/12/12 14:52:41.000","2011/12/12 14:52:41.000","Fluxicon Disco","Variant 2","2","Value 13","Value 13","Wait"
"Case4492","Resolve ticket","2011/12/14 14:52:02.000","2011/12/14 14:52:02.000","Fluxicon Disco","Variant 2","2","Value 13","Value 13","Resolve ticket"
"Case4492","Closed","2012/01/05 15:50:11.000","2012/01/05 15:50:11.000","Fluxicon Disco","Variant 2","2","Value 5","Value 5","Closed"
"Case4493","Assign seriousness","2012/06/21 14:51:10.000","2012/06/21 14:51:10.000","Fluxicon Disco","Variant 8","8","Value 1","Value 1","Assign seriousness"
"Case4493","Resolve ticket","2012/06/21 14:52:05.000","2012/06/21 14:52:05.000","Fluxicon Disco","Variant 8","8","Value 1","Value 1","Resolve ticket"
"Case4493","Resolve ticket","2012/06/21 14:52:16.000","2012/06/21 14:52:16.000","Fluxicon Disco","Variant 8","8","Value 1","Value 1","Resolve ticket"
"Case4493","Closed","2012/07/29 15:00:43.000","2012/07/29 15:00:43.000","Fluxicon Disco","Variant 8","8","Value 5","Value 5","Closed"
"Case4494","Assign seriousness","2011/09/22 08:15:12.000","2011/09/22 08:15:12.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case4494","Take in charge ticket","2011/09/26 06:29:21.000","2011/09/26 06:29:21.000","Fluxicon Disco","Variant 1","1","Value 16","Value 16","Take in charge ticket"
"Case4494","Resolve ticket","2011/09/26 08:14:14.000","2011/09/26 08:14:14.000","Fluxicon Disco","Variant 1","1","Value 16","Value 16","Resolve ticket"
"Case4494","Closed","2011/11/20 09:20:35.000","2011/11/20 09:20:35.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4495","Assign seriousness","2011/07/07 06:28:31.000","2011/07/07 06:28:31.000","Fluxicon Disco","Variant 5","5","Value 13","Value 13","Assign seriousness"
"Case4495","Resolve ticket","2011/07/07 08:10:50.000","2011/07/07 08:10:50.000","Fluxicon Disco","Variant 5","5","Value 13","Value 13","Resolve ticket"
"Case4495","Closed","2011/08/09 06:30:23.000","2011/08/09 06:30:23.000","Fluxicon Disco","Variant 5","5","Value 5","Value 5","Closed"
"Case4496","Insert ticket","2010/03/31 06:46:16.000","2010/03/31 06:46:16.000","Fluxicon Disco","Variant 7","7","Value 5","Value 5","Insert ticket"
"Case4496","Assign seriousness","2010/03/31 08:18:40.000","2010/03/31 08:18:40.000","Fluxicon Disco","Variant 7","7","Value 2","Value 2","Assign seriousness"
"Case4496","Take in charge ticket","2010/03/31 09:51:30.000","2010/03/31 09:51:30.000","Fluxicon Disco","Variant 7","7","Value 16","Value 16","Take in charge ticket"
"Case4496","Resolve ticket","2010/03/31 10:00:57.000","2010/03/31 10:00:57.000","Fluxicon Disco","Variant 7","7","Value 16","Value 16","Resolve ticket"
"Case4496","Closed","2010/05/08 06:50:37.000","2010/05/08 06:50:37.000","Fluxicon Disco","Variant 7","7","Value 5","Value 5","Closed"
"Case4497","Assign seriousness","2010/05/11 12:43:40.000","2010/05/11 12:43:40.000","Fluxicon Disco","Variant 4","4","Value 2","Value 2","Assign seriousness"
"Case4497","Assign seriousness","2010/05/18 15:24:49.000","2010/05/18 15:24:49.000","Fluxicon Disco","Variant 4","4","Value 16","Value 16","Assign seriousness"
"Case4497","Take in charge ticket","2010/05/25 09:28:52.000","2010/05/25 09:28:52.000","Fluxicon Disco","Variant 4","4","Value 12","Value 12","Take in charge ticket"
"Case4497","Resolve ticket","2010/05/25 10:20:29.000","2010/05/25 10:20:29.000","Fluxicon Disco","Variant 4","4","Value 12","Value 12","Resolve ticket"
"Case4497","Closed","2010/06/11 12:50:25.000","2010/06/11 12:50:25.000","Fluxicon Disco","Variant 4","4","Value 5","Value 5","Closed"
"Case4498","Assign seriousness","2012/01/27 09:26:59.000","2012/01/27 09:26:59.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Assign seriousness"
"Case4498","Take in charge ticket","2012/02/02 08:45:25.000","2012/02/02 08:45:25.000","Fluxicon Disco","Variant 2","2","Value 13","Value 13","Take in charge ticket"
"Case4498","Wait","2012/02/10 09:54:06.000","2012/02/10 09:54:06.000","Fluxicon Disco","Variant 2","2","Value 13","Value 13","Wait"
"Case4498","Resolve ticket","2012/02/14 13:41:47.000","2012/02/14 13:41:47.000","Fluxicon Disco","Variant 2","2","Value 13","Value 13","Resolve ticket"
"Case4498","Closed","2012/03/17 13:20:49.000","2012/03/17 13:20:49.000","Fluxicon Disco","Variant 2","2","Value 5","Value 5","Closed"
"Case4499","Assign seriousness","2010/12/27 12:46:04.000","2010/12/27 12:46:04.000","Fluxicon Disco","Variant 4","4","Value 13","Value 13","Assign seriousness"
"Case4499","Assign seriousness","2011/01/21 13:31:53.000","2011/01/21 13:31:53.000","Fluxicon Disco","Variant 4","4","Value 2","Value 2","Assign seriousness"
"Case4499","Take in charge ticket","2011/01/21 13:32:04.000","2011/01/21 13:32:04.000","Fluxicon Disco","Variant 4","4","Value 2","Value 2","Take in charge ticket"
"Case4499","Resolve ticket","2011/01/26 08:06:41.000","2011/01/26 08:06:41.000","Fluxicon Disco","Variant 4","4","Value 9","Value 9","Resolve ticket"
"Case4499","Closed","2011/02/10 08:06:54.000","2011/02/10 08:06:54.000","Fluxicon Disco","Variant 4","4","Value 5","Value 5","Closed"
"Case4500","Assign seriousness","2010/09/20 14:58:57.000","2010/09/20 14:58:57.000","Fluxicon Disco","Variant 1","1","Value 7","Value 7","Assign seriousness"
"Case4500","Take in charge ticket","2010/09/22 06:43:46.000","2010/09/22 06:43:46.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Take in charge ticket"
"Case4500","Resolve ticket","2010/09/22 06:44:01.000","2010/09/22 06:44:01.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Resolve ticket"
"Case4500","Closed","2010/10/21 15:00:45.000","2010/10/21 15:00:45.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4501","Take in charge ticket","2012/11/07 15:07:45.000","2012/11/07 15:07:45.000","Fluxicon Disco","Variant 66","66","Value 1","Value 1","Take in charge ticket"
"Case4501","Wait","2012/11/13 07:31:55.000","2012/11/13 07:31:55.000","Fluxicon Disco","Variant 66","66","Value 1","Value 1","Wait"
"Case4501","Take in charge ticket","2012/11/13 09:26:24.000","2012/11/13 09:26:24.000","Fluxicon Disco","Variant 66","66","Value 1","Value 1","Take in charge ticket"
"Case4501","Wait","2012/11/13 14:20:45.000","2012/11/13 14:20:45.000","Fluxicon Disco","Variant 66","66","Value 1","Value 1","Wait"
"Case4501","Resolve ticket","2012/11/28 07:50:30.000","2012/11/28 07:50:30.000","Fluxicon Disco","Variant 66","66","Value 1","Value 1","Resolve ticket"
"Case4501","Closed","2012/12/13 07:50:49.000","2012/12/13 07:50:49.000","Fluxicon Disco","Variant 66","66","Value 3","Value 3","Closed"
"Case4502","Assign seriousness","2011/04/19 08:07:12.000","2011/04/19 08:07:12.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Assign seriousness"
"Case4502","Take in charge ticket","2011/04/19 08:07:42.000","2011/04/19 08:07:42.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Take in charge ticket"
"Case4502","Resolve ticket","2011/04/19 11:58:39.000","2011/04/19 11:58:39.000","Fluxicon Disco","Variant 1","1","Value 6","Value 6","Resolve ticket"
"Case4502","Closed","2011/06/10 08:10:28.000","2011/06/10 08:10:28.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4503","Assign seriousness","2011/05/20 07:49:52.000","2011/05/20 07:49:52.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Assign seriousness"
"Case4503","Take in charge ticket","2011/05/20 07:53:45.000","2011/05/20 07:53:45.000","Fluxicon Disco","Variant 3","3","Value 9","Value 9","Take in charge ticket"
"Case4503","Wait","2011/05/20 11:32:08.000","2011/05/20 11:32:08.000","Fluxicon Disco","Variant 3","3","Value 9","Value 9","Wait"
"Case4503","Take in charge ticket","2011/05/30 12:20:30.000","2011/05/30 12:20:30.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Take in charge ticket"
"Case4503","Resolve ticket","2011/05/30 12:20:38.000","2011/05/30 12:20:38.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Resolve ticket"
"Case4503","Closed","2011/06/22 08:30:25.000","2011/06/22 08:30:25.000","Fluxicon Disco","Variant 3","3","Value 5","Value 5","Closed"
"Case4504","Assign seriousness","2011/05/27 12:05:23.000","2011/05/27 12:05:23.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Assign seriousness"
"Case4504","Take in charge ticket","2011/05/27 12:05:49.000","2011/05/27 12:05:49.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Take in charge ticket"
"Case4504","Resolve ticket","2011/05/30 09:10:26.000","2011/05/30 09:10:26.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Resolve ticket"
"Case4504","Closed","2011/07/14 12:10:31.000","2011/07/14 12:10:31.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4505","Assign seriousness","2010/01/29 09:14:43.000","2010/01/29 09:14:43.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Assign seriousness"
"Case4505","Take in charge ticket","2010/01/29 09:14:56.000","2010/01/29 09:14:56.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case4505","Resolve ticket","2010/01/29 09:15:02.000","2010/01/29 09:15:02.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case4505","Closed","2010/03/03 09:20:47.000","2010/03/03 09:20:47.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4506","Assign seriousness","2013/10/30 09:50:06.000","2013/10/30 09:50:06.000","Fluxicon Disco","Variant 2","2","Value 18","Value 18","Assign seriousness"
"Case4506","Take in charge ticket","2013/10/31 13:49:30.000","2013/10/31 13:49:30.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Take in charge ticket"
"Case4506","Wait","2013/11/04 15:06:50.000","2013/11/04 15:06:50.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Wait"
"Case4506","Resolve ticket","2013/11/18 07:09:59.000","2013/11/18 07:09:59.000","Fluxicon Disco","Variant 2","2","Value 2","Value 2","Resolve ticket"
"Case4506","Closed","2013/12/03 07:10:16.000","2013/12/03 07:10:16.000","Fluxicon Disco","Variant 2","2","Value 3","Value 3","Closed"
"Case4507","Insert ticket","2010/03/29 11:50:18.000","2010/03/29 11:50:18.000","Fluxicon Disco","Variant 7","7","Value 5","Value 5","Insert ticket"
"Case4507","Assign seriousness","2010/03/29 12:38:36.000","2010/03/29 12:38:36.000","Fluxicon Disco","Variant 7","7","Value 2","Value 2","Assign seriousness"
"Case4507","Take in charge ticket","2010/03/29 14:42:27.000","2010/03/29 14:42:27.000","Fluxicon Disco","Variant 7","7","Value 16","Value 16","Take in charge ticket"
"Case4507","Resolve ticket","2010/03/29 15:29:55.000","2010/03/29 15:29:55.000","Fluxicon Disco","Variant 7","7","Value 12","Value 12","Resolve ticket"
"Case4507","Closed","2010/05/14 12:00:41.000","2010/05/14 12:00:41.000","Fluxicon Disco","Variant 7","7","Value 5","Value 5","Closed"
"Case4508","Assign seriousness","2012/04/04 08:39:57.000","2012/04/04 08:39:57.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Assign seriousness"
"Case4508","Take in charge ticket","2012/04/04 11:39:31.000","2012/04/04 11:39:31.000","Fluxicon Disco","Variant 1","1","Value 6","Value 6","Take in charge ticket"
"Case4508","Resolve ticket","2012/04/04 12:06:48.000","2012/04/04 12:06:48.000","Fluxicon Disco","Variant 1","1","Value 6","Value 6","Resolve ticket"
"Case4508","Closed","2012/06/02 08:40:36.000","2012/06/02 08:40:36.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4509","Assign seriousness","2011/09/16 06:35:57.000","2011/09/16 06:35:57.000","Fluxicon Disco","Variant 1","1","Value 6","Value 6","Assign seriousness"
"Case4509","Take in charge ticket","2011/09/16 08:03:22.000","2011/09/16 08:03:22.000","Fluxicon Disco","Variant 1","1","Value 6","Value 6","Take in charge ticket"
"Case4509","Resolve ticket","2011/09/16 08:20:11.000","2011/09/16 08:20:11.000","Fluxicon Disco","Variant 1","1","Value 6","Value 6","Resolve ticket"
"Case4509","Closed","2011/11/05 07:40:22.000","2011/11/05 07:40:22.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4510","Assign seriousness","2010/09/20 11:59:33.000","2010/09/20 11:59:33.000","Fluxicon Disco","Variant 1","1","Value 7","Value 7","Assign seriousness"
"Case4510","Take in charge ticket","2010/09/20 13:03:37.000","2010/09/20 13:03:37.000","Fluxicon Disco","Variant 1","1","Value 7","Value 7","Take in charge ticket"
"Case4510","Resolve ticket","2010/09/20 13:03:46.000","2010/09/20 13:03:46.000","Fluxicon Disco","Variant 1","1","Value 7","Value 7","Resolve ticket"
"Case4510","Closed","2010/11/03 13:00:30.000","2010/11/03 13:00:30.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case4511","Assign seriousness","2013/11/13 12:40:36.000","2013/11/13 12:40:36.000","Fluxicon Disco","Variant 46","46","Value 18","Value 18","Assign seriousness"
"Case4511","Take in charge ticket","2013/11/21 08:31:08.000","2013/11/21 08:31:08.000","Fluxicon Disco","Variant 46","46","Value 20","Value 20","Take in charge ticket"
"Case4511","Require upgrade","2013/11/21 12:08:17.000","2013/11/21 12:08:17.000","Fluxicon Disco","Variant 46","46","Value 2","Value 2","Require upgrade"
"Case4511","Resolve ticket","2013/12/18 07:31:51.000","2013/12/18 07:31:51.000","Fluxicon Disco","Variant 46","46","Value 2","Value 2","Resolve ticket"
"Case4511","Resolve ticket","2013/12/18 07:31:51.000","2013/12/18 07:31:51.000","Fluxicon Disco","Variant 46","46","Value 2","Value 2","Resolve ticket"
"Case4511","Closed","2014/01/02 07:32:07.000","2014/01/02 07:32:07.000","Fluxicon Disco","Variant 46","46","Value 3","Value 3","Closed"
"Case4512","Assign seriousness","2011/11/03 13:18:03.000","2011/11/03 13:18:03.000","Fluxicon Disco","Variant 25","25","Value 1","Value 1","Assign seriousness"
